GEO_ID,NAME_x,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P005001,P005002,P005003,P005004,P005005,P005006,P005007,P005008,P005009,P005010,P005011,P005012,P005013,P005014,P005015,P005016,P005017,GEOID10,DISTRICT,PSA,NAME,POLDIST_ID,GIS_ID,SECTOR
1000000US110010040021000,"Block 1000, Block Group 1, Census Tract 40.02, District of Columbia, District of Columbia",273,199,24,0,10,1,22,17,273,216,182,12,0,10,1,0,11,57,17,12,0,0,0,22,6,110010040021000,3,303,303,3,psa_37,3D3
1000000US110010040021001,"Block 1001, Block Group 1, Census Tract 40.02, District of Columbia, District of Columbia",407,346,27,1,17,0,9,7,407,362,313,23,1,17,0,1,7,45,33,4,0,0,0,8,0,110010040021001,3,303,303,3,psa_37,3D3
1000000US110010040022000,"Block 2000, Block Group 2, Census Tract 40.02, District of Columbia, District of Columbia",464,377,39,0,30,0,9,9,464,430,355,39,0,28,0,0,8,34,22,0,0,2,0,9,1,110010040022000,3,303,303,3,psa_37,3D3
1000000US110010040022001,"Block 2001, Block Group 2, Census Tract 40.02, District of Columbia, District of Columbia",345,298,26,0,7,0,2,12,345,325,282,25,0,7,0,0,11,20,16,1,0,0,0,2,1,110010040022001,3,303,303,3,psa_37,3D3
1000000US110010040022003,"Block 2003, Block Group 2, Census Tract 40.02, District of Columbia, District of Columbia",315,239,24,1,35,0,9,7,315,288,221,24,1,35,0,0,7,27,18,0,0,0,0,9,0,110010040022003,3,303,303,3,psa_37,3D3
1000000US110010042011004,"Block 1004, Block Group 1, Census Tract 42.01, District of Columbia, District of Columbia",211,165,18,1,19,0,5,3,211,188,150,18,1,18,0,0,1,23,15,0,0,1,0,5,2,110010042011004,3,301,301,3,psa_31,3D3
1000000US110010042011005,"Block 1005, Block Group 1, Census Tract 42.01, District of Columbia, District of Columbia",117,93,14,0,10,0,0,0,117,107,83,14,0,10,0,0,0,10,10,0,0,0,0,0,0,110010042011005,3,301,301,3,psa_31,3D3
1000000US110010042022000,"Block 2000, Block Group 2, Census Tract 42.02, District of Columbia, District of Columbia",206,165,7,0,25,0,3,6,206,190,156,6,0,25,0,2,1,16,9,1,0,0,0,1,5,110010042022000,2,208,208,2,psa_33,2D3
1000000US110010042022002,"Block 2002, Block Group 2, Census Tract 42.02, District of Columbia, District of Columbia",168,137,11,0,9,0,6,5,168,144,120,11,0,9,0,0,4,24,17,0,0,0,0,6,1,110010042022002,2,208,208,2,psa_33,2D3
1000000US110010042022003,"Block 2003, Block Group 2, Census Tract 42.02, District of Columbia, District of Columbia",157,109,25,2,8,0,5,8,157,137,94,25,2,8,0,1,7,20,15,0,0,0,0,4,1,110010042022003,2,208,208,2,psa_33,2D3
1000000US110010043002000,"Block 2000, Block Group 2, Census Tract 43, District of Columbia, District of Columbia",147,63,15,2,6,0,60,1,147,68,44,15,1,6,0,2,0,79,19,0,1,0,0,58,1,110010043002000,3,301,301,3,psa_31,3D3
1000000US110010043002001,"Block 2001, Block Group 2, Census Tract 43, District of Columbia, District of Columbia",225,43,147,0,8,0,21,6,225,193,38,144,0,8,0,2,1,32,5,3,0,0,0,19,5,110010043002001,3,301,301,3,psa_31,3D3
1000000US110010044001011,"Block 1011, Block Group 1, Census Tract 44, District of Columbia, District of Columbia",42,28,10,0,2,0,0,2,42,39,25,10,0,2,0,0,2,3,3,0,0,0,0,0,0,110010044001011,3,305,305,3,psa_32,3D2
1000000US110010044001012,"Block 1012, Block Group 1, Census Tract 44, District of Columbia, District of Columbia",234,168,32,0,21,0,5,8,234,218,158,31,0,21,0,0,8,16,10,1,0,0,0,5,0,110010044001012,3,305,305,3,psa_32,3D2
1000000US110010044002012,"Block 2012, Block Group 2, Census Tract 44, District of Columbia, District of Columbia",34,22,8,0,0,0,2,2,34,31,20,8,0,0,0,1,2,3,2,0,0,0,0,1,0,110010044002012,3,305,305,3,psa_32,3D2
1000000US110010044002014,"Block 2014, Block Group 2, Census Tract 44, District of Columbia, District of Columbia",5,3,2,0,0,0,0,0,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110010044002014,3,305,305,3,psa_32,3D2
1000000US110010047011000,"Block 1000, Block Group 1, Census Tract 47.01, District of Columbia, District of Columbia",468,8,437,1,9,0,4,9,468,461,7,435,1,9,0,1,8,7,1,2,0,0,0,3,1,110010047011000,1,102,102,1,psa_18,1D1
1000000US110010047011002,"Block 1002, Block Group 1, Census Tract 47.01, District of Columbia, District of Columbia",207,0,187,2,18,0,0,0,207,207,0,187,2,18,0,0,0,0,0,0,0,0,0,0,0,110010047011002,1,102,102,1,psa_18,1D1
1000000US110010047011003,"Block 1003, Block Group 1, Census Tract 47.01, District of Columbia, District of Columbia",169,0,169,0,0,0,0,0,169,162,0,162,0,0,0,0,0,7,0,7,0,0,0,0,0,110010047011003,1,102,102,1,psa_18,1D1
1000000US110010047021012,"Block 1012, Block Group 1, Census Tract 47.02, District of Columbia, District of Columbia",427,307,46,0,59,1,3,11,427,401,285,46,0,59,1,1,9,26,22,0,0,0,0,2,2,110010047021012,1,101,101,1,psa_20,1D1
1000000US110010047021013,"Block 1013, Block Group 1, Census Tract 47.02, District of Columbia, District of Columbia",79,71,4,0,1,0,1,2,79,68,61,4,0,1,0,0,2,11,10,0,0,0,0,1,0,110010047021013,1,101,101,1,psa_20,1D1
1000000US110010048011006,"Block 1006, Block Group 1, Census Tract 48.01, District of Columbia, District of Columbia",1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110010048011006,3,308,308,3,psa_27,3D2
1000000US110010048011017,"Block 1017, Block Group 1, Census Tract 48.01, District of Columbia, District of Columbia",210,105,84,0,12,0,0,9,210,197,95,83,0,12,0,0,7,13,10,1,0,0,0,0,2,110010048011017,3,308,308,3,psa_27,3D2
1000000US110010048021006,"Block 1006, Block Group 1, Census Tract 48.02, District of Columbia, District of Columbia",407,282,55,1,41,1,17,10,407,375,269,55,1,41,0,0,9,32,13,0,0,0,1,17,1,110010048021006,3,308,308,3,psa_27,3D2
1000000US110010048021008,"Block 1008, Block Group 1, Census Tract 48.02, District of Columbia, District of Columbia",2,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,110010048021008,3,308,308,3,psa_27,3D2
1000000US110010048022004,"Block 2004, Block Group 2, Census Tract 48.02, District of Columbia, District of Columbia",247,156,46,1,31,0,3,10,247,234,146,46,1,30,0,1,10,13,10,0,0,1,0,2,0,110010048022004,3,308,308,3,psa_27,3D2
1000000US110010048022005,"Block 2005, Block Group 2, Census Tract 48.02, District of Columbia, District of Columbia",140,16,106,0,11,0,4,3,140,133,16,106,0,11,0,0,0,7,0,0,0,0,0,4,3,110010048022005,3,308,308,3,psa_27,3D2
1000000US110010048022007,"Block 2007, Block Group 2, Census Tract 48.02, District of Columbia, District of Columbia",17,8,5,0,0,0,1,3,17,15,7,5,0,0,0,0,3,2,1,0,0,0,0,1,0,110010048022007,3,308,308,3,psa_27,3D2
1000000US110010049021004,"Block 1004, Block Group 1, Census Tract 49.02, District of Columbia, District of Columbia",41,39,0,0,2,0,0,0,41,41,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,110010049021004,3,307,307,3,psa_28,3D3
1000000US110010049021007,"Block 1007, Block Group 1, Census Tract 49.02, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110010049021007,3,307,307,3,psa_28,3D3
1000000US110010049022007,"Block 2007, Block Group 2, Census Tract 49.02, District of Columbia, District of Columbia",521,336,97,2,45,4,18,19,521,471,313,97,2,45,0,2,12,50,23,0,0,0,4,16,7,110010049022007,3,307,307,3,psa_28,3D3
1000000US110010049022008,"Block 2008, Block Group 2, Census Tract 49.02, District of Columbia, District of Columbia",295,206,28,0,30,0,24,7,295,260,190,28,0,30,0,6,6,35,16,0,0,0,0,18,1,110010049022008,3,307,307,3,psa_28,3D3
1000000US110010050011007,"Block 1007, Block Group 1, Census Tract 50.01, District of Columbia, District of Columbia",161,113,33,1,4,0,0,10,161,153,107,33,1,4,0,0,8,8,6,0,0,0,0,0,2,110010050011007,3,307,307,3,psa_28,3D3
1000000US110010050012004,"Block 2004, Block Group 2, Census Tract 50.01, District of Columbia, District of Columbia",155,115,19,2,11,0,0,8,155,147,111,18,0,11,0,0,7,8,4,1,2,0,0,0,1,110010050012004,3,307,307,3,psa_28,3D3
1000000US110010050021001,"Block 1001, Block Group 1, Census Tract 50.02, District of Columbia, District of Columbia",658,425,64,3,49,0,95,22,658,510,380,64,3,49,0,1,13,148,45,0,0,0,0,94,9,110010050021001,3,307,307,3,psa_28,3D3
1000000US110010050021002,"Block 1002, Block Group 1, Census Tract 50.02, District of Columbia, District of Columbia",658,92,454,4,8,1,85,14,658,543,74,453,1,8,0,0,7,115,18,1,3,0,1,85,7,110010050021002,3,307,307,3,psa_28,3D3
1000000US110010050022001,"Block 2001, Block Group 2, Census Tract 50.02, District of Columbia, District of Columbia",380,157,168,0,7,0,27,21,380,332,143,163,0,7,0,1,18,48,14,5,0,0,0,26,3,110010050022001,3,307,307,3,psa_28,3D3
1000000US110010050023001,"Block 3001, Block Group 3, Census Tract 50.02, District of Columbia, District of Columbia",67,54,6,0,2,0,2,3,67,61,51,6,0,2,0,0,2,6,3,0,0,0,0,2,1,110010050023001,3,307,307,3,psa_28,3D3
1000000US110010050023002,"Block 3002, Block Group 3, Census Tract 50.02, District of Columbia, District of Columbia",7,1,0,0,0,0,6,0,7,1,1,0,0,0,0,0,0,6,0,0,0,0,0,6,0,110010050023002,3,307,307,3,psa_28,3D3
1000000US110010050023004,"Block 3004, Block Group 3, Census Tract 50.02, District of Columbia, District of Columbia",155,106,8,0,13,0,24,4,155,124,101,8,0,13,0,0,2,31,5,0,0,0,0,24,2,110010050023004,3,307,307,3,psa_28,3D3
1000000US110010050023008,"Block 3008, Block Group 3, Census Tract 50.02, District of Columbia, District of Columbia",23,23,0,0,0,0,0,0,23,22,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,110010050023008,3,307,307,3,psa_28,3D3
1000000US110010050024000,"Block 4000, Block Group 4, Census Tract 50.02, District of Columbia, District of Columbia",780,253,40,0,49,0,408,30,780,250,160,30,0,47,0,6,7,530,93,10,0,2,0,402,23,110010050024000,3,307,307,3,psa_28,3D3
1000000US110010050024001,"Block 4001, Block Group 4, Census Tract 50.02, District of Columbia, District of Columbia",170,117,9,0,20,0,14,10,170,131,98,8,0,20,0,1,4,39,19,1,0,0,0,13,6,110010050024001,3,307,307,3,psa_28,3D3
1000000US110010052011001,"Block 1001, Block Group 1, Census Tract 52.01, District of Columbia, District of Columbia",495,381,35,2,49,0,12,16,495,451,354,34,1,48,0,2,12,44,27,1,1,1,0,10,4,110010052011001,2,208,208,2,psa_33,2D3
1000000US110010052011002,"Block 1002, Block Group 1, Census Tract 52.01, District of Columbia, District of Columbia",475,385,35,2,37,0,4,12,475,440,362,32,2,36,0,0,8,35,23,3,0,1,0,4,4,110010052011002,2,208,208,2,psa_33,2D3
1000000US110010052013000,"Block 3000, Block Group 3, Census Tract 52.01, District of Columbia, District of Columbia",211,148,30,0,11,0,13,9,211,182,132,29,0,11,0,2,8,29,16,1,0,0,0,11,1,110010052013000,2,208,208,2,psa_33,2D3
1000000US110010052013001,"Block 3001, Block Group 3, Census Tract 52.01, District of Columbia, District of Columbia",661,537,38,2,54,0,11,19,661,597,487,36,2,53,0,2,17,64,50,2,0,1,0,9,2,110010052013001,2,208,208,2,psa_33,2D3
1000000US110010053014002,"Block 4002, Block Group 4, Census Tract 53.01, District of Columbia, District of Columbia",167,132,3,0,15,0,11,6,167,150,123,3,0,15,0,3,6,17,9,0,0,0,0,8,0,110010053014002,3,301,301,3,psa_31,3D3
1000000US110010053014005,"Block 4005, Block Group 4, Census Tract 53.01, District of Columbia, District of Columbia",403,299,15,8,47,1,24,9,403,356,282,15,2,46,1,2,8,47,17,0,6,1,0,22,1,110010053014005,3,301,301,3,psa_31,3D3
1000000US110010055003001,"Block 3001, Block Group 3, Census Tract 55, District of Columbia, District of Columbia",363,316,5,1,24,0,5,12,363,343,303,5,0,24,0,1,10,20,13,0,1,0,0,4,2,110010055003001,2,208,208,2,psa_33,2D3
1000000US110010055003007,"Block 3007, Block Group 3, Census Tract 55, District of Columbia, District of Columbia",1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110010055003007,2,208,208,2,psa_33,2D3
1000000US110010056001002,"Block 1002, Block Group 1, Census Tract 56, District of Columbia, District of Columbia",369,298,17,1,31,0,6,16,369,339,277,16,1,30,0,1,14,30,21,1,0,1,0,5,2,110010056001002,2,207,207,2,psa_24,2D3
1000000US110010056001003,"Block 1003, Block Group 1, Census Tract 56, District of Columbia, District of Columbia",40,40,0,0,0,0,0,0,40,39,39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,110010056001003,2,207,207,2,psa_24,2D3
1000000US110010056001006,"Block 1006, Block Group 1, Census Tract 56, District of Columbia, District of Columbia",300,204,11,0,70,0,7,8,300,277,190,10,0,70,0,1,6,23,14,1,0,0,0,6,2,110010056001006,2,207,207,2,psa_24,2D3
1000000US110010056001007,"Block 1007, Block Group 1, Census Tract 56, District of Columbia, District of Columbia",434,335,14,1,56,0,11,17,434,401,319,12,1,56,0,2,11,33,16,2,0,0,0,9,6,110010056001007,2,207,207,2,psa_24,2D3
1000000US110010056002000,"Block 2000, Block Group 2, Census Tract 56, District of Columbia, District of Columbia",115,96,3,0,10,0,0,6,115,105,86,3,0,10,0,0,6,10,10,0,0,0,0,0,0,110010056002000,2,207,207,2,psa_24,2D3
1000000US110010056002005,"Block 2005, Block Group 2, Census Tract 56, District of Columbia, District of Columbia",671,577,29,0,54,0,4,7,671,642,551,29,0,54,0,2,6,29,26,0,0,0,0,2,1,110010056002005,2,207,207,2,psa_24,2D3
1000000US110010056002012,"Block 2012, Block Group 2, Census Tract 56, District of Columbia, District of Columbia",1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110010056002012,2,207,207,2,psa_24,2D3
1000000US110010056002017,"Block 2017, Block Group 2, Census Tract 56, District of Columbia, District of Columbia",447,357,21,0,52,0,2,15,447,411,323,21,0,52,0,1,14,36,34,0,0,0,0,1,1,110010056002017,2,207,207,2,psa_24,2D3
1000000US110010056003002,"Block 3002, Block Group 3, Census Tract 56, District of Columbia, District of Columbia",346,284,10,0,39,0,6,7,346,322,269,10,0,39,0,0,4,24,15,0,0,0,0,6,3,110010056003002,2,207,207,2,psa_24,2D3
1000000US110010056004001,"Block 4001, Block Group 4, Census Tract 56, District of Columbia, District of Columbia",634,513,37,0,47,0,8,29,634,609,500,32,0,45,0,4,28,25,13,5,0,2,0,4,1,110010056004001,2,207,207,2,psa_24,2D3
1000000US110010056004002,"Block 4002, Block Group 4, Census Tract 56, District of Columbia, District of Columbia",119,86,4,3,24,0,0,2,119,111,80,4,3,24,0,0,0,8,6,0,0,0,0,0,2,110010056004002,2,207,207,2,psa_24,2D3
1000000US110010056004004,"Block 4004, Block Group 4, Census Tract 56, District of Columbia, District of Columbia",360,233,16,0,93,0,0,18,360,341,219,15,0,93,0,0,14,19,14,1,0,0,0,0,4,110010056004004,2,207,207,2,psa_24,2D3
1000000US110010058001017,"Block 1017, Block Group 1, Census Tract 58, District of Columbia, District of Columbia",9,7,1,0,0,0,0,1,9,9,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,110010058001017,2,209,209,2,psa_57,2D3
1000000US110010058001018,"Block 1018, Block Group 1, Census Tract 58, District of Columbia, District of Columbia",63,53,9,0,0,0,1,0,63,61,52,9,0,0,0,0,0,2,1,0,0,0,0,1,0,110010058001018,2,209,209,2,psa_57,2D3
1000000US110010058001026,"Block 1026, Block Group 1, Census Tract 58, District of Columbia, District of Columbia",299,239,25,0,19,0,5,11,299,267,219,24,0,18,0,1,5,32,20,1,0,1,0,4,6,110010058001026,1,102,102,1,psa_18,1D1
1000000US110010058001027,"Block 1027, Block Group 1, Census Tract 58, District of Columbia, District of Columbia",54,48,1,0,3,0,1,1,54,50,45,1,0,3,0,0,1,4,3,0,0,0,0,1,0,110010058001027,1,102,102,1,psa_18,1D1
1000000US110010059001008,"Block 1008, Block Group 1, Census Tract 59, District of Columbia, District of Columbia",127,51,16,0,14,0,40,6,127,79,46,16,0,14,0,0,3,48,5,0,0,0,0,40,3,110010059001008,1,101,101,1,psa_20,1D1
1000000US110010059001009,"Block 1009, Block Group 1, Census Tract 59, District of Columbia, District of Columbia",492,388,42,4,41,0,3,14,492,468,370,40,4,41,0,0,13,24,18,2,0,0,0,3,1,110010059001009,1,101,101,1,psa_20,1D1
1000000US110010059001023,"Block 1023, Block Group 1, Census Tract 59, District of Columbia, District of Columbia",134,0,128,1,0,0,5,0,134,129,0,128,1,0,0,0,0,5,0,0,0,0,0,5,0,110010059001023,1,102,102,1,psa_18,1D1
1000000US110010059001024,"Block 1024, Block Group 1, Census Tract 59, District of Columbia, District of Columbia",281,62,167,0,36,0,8,8,281,267,55,167,0,36,0,2,7,14,7,0,0,0,0,6,1,110010059001024,1,102,102,1,psa_18,1D1
1000000US110010064001004,"Block 1004, Block Group 1, Census Tract 64, District of Columbia, District of Columbia",101,0,98,0,0,0,3,0,101,98,0,98,0,0,0,0,0,3,0,0,0,0,0,3,0,110010064001004,1,105,105,1,psa_22,1D3
1000000US110010064001006,"Block 1006, Block Group 1, Census Tract 64, District of Columbia, District of Columbia",337,6,324,3,0,0,0,4,337,336,5,324,3,0,0,0,4,1,1,0,0,0,0,0,0,110010064001006,1,105,105,1,psa_22,1D3
1000000US110010065001010,"Block 1010, Block Group 1, Census Tract 65, District of Columbia, District of Columbia",51,46,0,0,2,0,2,1,51,51,46,0,0,2,0,2,1,0,0,0,0,0,0,0,0,110010065001010,1,106,106,1,psa_13,1D3
1000000US110010065001011,"Block 1011, Block Group 1, Census Tract 65, District of Columbia, District of Columbia",182,104,62,4,4,0,2,6,182,176,101,62,4,4,0,1,4,6,3,0,0,0,0,1,2,110010065001011,1,106,106,1,psa_13,1D3
1000000US110010065001012,"Block 1012, Block Group 1, Census Tract 65, District of Columbia, District of Columbia",13,13,0,0,0,0,0,0,13,12,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,110010065001012,1,106,106,1,psa_13,1D3
1000000US110010066001018,"Block 1018, Block Group 1, Census Tract 66, District of Columbia, District of Columbia",61,57,2,0,0,0,1,1,61,55,52,2,0,0,0,0,1,6,5,0,0,0,0,1,0,110010066001018,1,107,107,1,psa_16,1D2
1000000US110010066001019,"Block 1019, Block Group 1, Census Tract 66, District of Columbia, District of Columbia",6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110010066001019,1,107,107,1,psa_16,1D2
1000000US110010067001002,"Block 1002, Block Group 1, Census Tract 67, District of Columbia, District of Columbia",146,67,69,1,4,0,0,5,146,145,66,69,1,4,0,0,5,1,1,0,0,0,0,0,0,110010067001002,1,107,107,1,psa_16,1D2
1000000US110010067001005,"Block 1005, Block Group 1, Census Tract 67, District of Columbia, District of Columbia",16,11,0,0,1,0,1,3,16,13,10,0,0,1,0,0,2,3,1,0,0,0,0,1,1,110010067001005,1,107,107,1,psa_16,1D2
1000000US110010067001006,"Block 1006, Block Group 1, Census Tract 67, District of Columbia, District of Columbia",18,14,4,0,0,0,0,0,18,18,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,110010067001006,1,107,107,1,psa_16,1D2
1000000US110010067001008,"Block 1008, Block Group 1, Census Tract 67, District of Columbia, District of Columbia",147,96,38,1,5,0,0,7,147,138,88,38,0,5,0,0,7,9,8,0,1,0,0,0,0,110010067001008,1,107,107,1,psa_16,1D2
1000000US110010067001010,"Block 1010, Block Group 1, Census Tract 67, District of Columbia, District of Columbia",99,80,12,0,3,0,0,4,99,91,72,12,0,3,0,0,4,8,8,0,0,0,0,0,0,110010067001010,1,107,107,1,psa_16,1D2
1000000US110010067002003,"Block 2003, Block Group 2, Census Tract 67, District of Columbia, District of Columbia",62,59,0,0,3,0,0,0,62,60,58,0,0,2,0,0,0,2,1,0,0,1,0,0,0,110010067002003,1,107,107,1,psa_16,1D2
1000000US110010067002004,"Block 2004, Block Group 2, Census Tract 67, District of Columbia, District of Columbia",158,125,14,1,6,1,0,11,158,154,123,14,1,6,1,0,9,4,2,0,0,0,0,0,2,110010067002004,1,107,107,1,psa_16,1D2
1000000US110010067002010,"Block 2010, Block Group 2, Census Tract 67, District of Columbia, District of Columbia",53,47,3,0,2,0,0,1,53,52,46,3,0,2,0,0,1,1,1,0,0,0,0,0,0,110010067002010,1,107,107,1,psa_16,1D2
1000000US110010067003004,"Block 3004, Block Group 3, Census Tract 67, District of Columbia, District of Columbia",11,11,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110010067003004,1,107,107,1,psa_16,1D2
1000000US110010067003005,"Block 3005, Block Group 3, Census Tract 67, District of Columbia, District of Columbia",88,76,8,0,3,0,1,0,88,83,71,8,0,3,0,1,0,5,5,0,0,0,0,0,0,110010067003005,1,107,107,1,psa_16,1D2
1000000US110010067003011,"Block 3011, Block Group 3, Census Tract 67, District of Columbia, District of Columbia",150,136,10,0,3,0,1,0,150,147,134,10,0,3,0,0,0,3,2,0,0,0,0,1,0,110010067003011,1,107,107,1,psa_16,1D2
1000000US110010068022004,"Block 2004, Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia",141,88,50,1,0,0,0,2,141,138,87,49,0,0,0,0,2,3,1,1,1,0,0,0,0,110010068022004,1,107,107,1,psa_16,1D2
1000000US110010068022008,"Block 2008, Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia",2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110010068022008,1,107,107,1,psa_16,1D2
1000000US110010068022010,"Block 2010, Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia",85,32,50,1,2,0,0,0,85,84,31,50,1,2,0,0,0,1,1,0,0,0,0,0,0,110010068022010,1,107,107,1,psa_16,1D2
1000000US110010068022012,"Block 2012, Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia",3,2,0,0,1,0,0,0,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110010068022012,1,107,107,1,psa_16,1D2
1000000US110010068022013,"Block 2013, Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia",130,59,61,0,4,0,2,4,130,125,57,61,0,4,0,0,3,5,2,0,0,0,0,2,1,110010068022013,1,107,107,1,psa_16,1D2
1000000US110010069001004,"Block 1004, Block Group 1, Census Tract 69, District of Columbia, District of Columbia",138,116,17,1,0,0,2,2,138,131,111,17,0,0,0,1,2,7,5,0,1,0,0,1,0,110010069001004,1,107,107,1,psa_16,1D2
1000000US110010069001007,"Block 1007, Block Group 1, Census Tract 69, District of Columbia, District of Columbia",30,26,0,0,1,0,1,2,30,29,26,0,0,1,0,0,2,1,0,0,0,0,0,1,0,110010069001007,1,107,107,1,psa_16,1D2
1000000US110010069001012,"Block 1012, Block Group 1, Census Tract 69, District of Columbia, District of Columbia",72,52,18,0,0,0,0,2,72,70,50,18,0,0,0,0,2,2,2,0,0,0,0,0,0,110010069001012,1,106,106,1,psa_13,1D3
1000000US110010069002004,"Block 2004, Block Group 2, Census Tract 69, District of Columbia, District of Columbia",95,69,25,0,1,0,0,0,95,93,67,25,0,1,0,0,0,2,2,0,0,0,0,0,0,110010069002004,1,106,106,1,psa_13,1D3
1000000US110010069002005,"Block 2005, Block Group 2, Census Tract 69, District of Columbia, District of Columbia",128,100,24,0,2,0,0,2,128,125,97,24,0,2,0,0,2,3,3,0,0,0,0,0,0,110010069002005,1,106,106,1,psa_13,1D3
1000000US110010069002008,"Block 2008, Block Group 2, Census Tract 69, District of Columbia, District of Columbia",38,23,13,0,0,0,0,2,38,37,23,12,0,0,0,0,2,1,0,1,0,0,0,0,0,110010069002008,1,106,106,1,psa_13,1D3
1000000US110010069002009,"Block 2009, Block Group 2, Census Tract 69, District of Columbia, District of Columbia",73,49,19,0,5,0,0,0,73,73,49,19,0,5,0,0,0,0,0,0,0,0,0,0,0,110010069002009,1,106,106,1,psa_13,1D3
1000000US110010069002011,"Block 2011, Block Group 2, Census Tract 69, District of Columbia, District of Columbia",59,23,27,3,5,0,1,0,59,58,23,27,3,5,0,0,0,1,0,0,0,0,0,1,0,110010069002011,1,106,106,1,psa_13,1D3
1000000US110010070001008,"Block 1008, Block Group 1, Census Tract 70, District of Columbia, District of Columbia",142,125,6,1,3,0,0,7,142,139,122,6,1,3,0,0,7,3,3,0,0,0,0,0,0,110010070001008,1,106,106,1,psa_13,1D3
1000000US110010070001009,"Block 1009, Block Group 1, Census Tract 70, District of Columbia, District of Columbia",114,86,23,0,0,0,0,5,114,111,83,23,0,0,0,0,5,3,3,0,0,0,0,0,0,110010070001009,1,106,106,1,psa_13,1D3
1000000US110010070001010,"Block 1010, Block Group 1, Census Tract 70, District of Columbia, District of Columbia",109,69,33,0,0,0,2,5,109,103,66,32,0,0,0,1,4,6,3,1,0,0,0,1,1,110010070001010,1,106,106,1,psa_13,1D3
1000000US110010070001011,"Block 1011, Block Group 1, Census Tract 70, District of Columbia, District of Columbia",88,36,50,0,0,0,1,1,88,85,34,50,0,0,0,0,1,3,2,0,0,0,0,1,0,110010070001011,1,106,106,1,psa_13,1D3
1000000US110010070001012,"Block 1012, Block Group 1, Census Tract 70, District of Columbia, District of Columbia",56,25,28,0,1,0,0,2,56,50,19,28,0,1,0,0,2,6,6,0,0,0,0,0,0,110010070001012,1,106,106,1,psa_13,1D3
1000000US110010070002021,"Block 2021, Block Group 2, Census Tract 70, District of Columbia, District of Columbia",8,1,7,0,0,0,0,0,8,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,110010070002021,1,106,106,1,psa_13,1D3
1000000US110010071002002,"Block 2002, Block Group 2, Census Tract 71, District of Columbia, District of Columbia",369,285,38,3,21,0,4,18,369,340,260,38,3,21,0,3,15,29,25,0,0,0,0,1,3,110010071002002,1,106,106,1,psa_13,1D3
1000000US110010071002003,"Block 2003, Block Group 2, Census Tract 71, District of Columbia, District of Columbia",76,34,36,0,2,0,0,4,76,68,29,36,0,2,0,0,1,8,5,0,0,0,0,0,3,110010071002003,1,106,106,1,psa_13,1D3
1000000US110010072001021,"Block 1021, Block Group 1, Census Tract 72, District of Columbia, District of Columbia",133,54,69,0,7,0,0,3,133,129,52,69,0,7,0,0,1,4,2,0,0,0,0,0,2,110010072001021,1,106,106,1,psa_13,1D3
1000000US110010072002004,"Block 2004, Block Group 2, Census Tract 72, District of Columbia, District of Columbia",1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110010072002004,1,106,106,1,psa_13,1D3
1000000US110010072002005,"Block 2005, Block Group 2, Census Tract 72, District of Columbia, District of Columbia",172,3,162,0,2,0,0,5,172,172,3,162,0,2,0,0,5,0,0,0,0,0,0,0,0,110010072002005,1,106,106,1,psa_13,1D3
1000000US110010072002021,"Block 2021, Block Group 2, Census Tract 72, District of Columbia, District of Columbia",256,40,199,0,7,0,4,6,256,242,33,197,0,6,0,0,6,14,7,2,0,1,0,4,0,110010072002021,1,106,106,1,psa_13,1D3
1000000US110010073011014,"Block 1014, Block Group 1, Census Tract 73.01, District of Columbia, District of Columbia",254,143,63,0,14,1,15,18,254,213,127,54,0,14,1,0,17,41,16,9,0,0,0,15,1,110010073011014,7,707,707,7,psa_4,7D2
